years,wealth_mult_p10,wealth_mult_p50,wealth_mult_p90
0.0,0.995,0.995,0.995
0.019230769230769232,0.9831933603956855,0.9956437175598262,1.0049515097206438
0.038461538461538464,0.9763595897763337,0.9971332191232889,1.013112793076617
0.057692307692307696,0.970486020099628,0.9975137985751724,1.0181895305309956
0.07692307692307693,0.9641935895031719,0.9978405350780233,1.0220554844187455
0.09615384615384616,0.964061207015929,0.9994830750841508,1.0254094121441126
0.11538461538461539,0.9633008358911234,1.0005922431913326,1.0283170731870332
0.1346153846153846,0.9609618333686513,1.0006183391610173,1.0302390977167
0.15384615384615385,0.9568529350313255,1.001448549405549,1.034422878156024
0.17307692307692307,0.9554893364223415,1.0028000676786497,1.0343096790073032
0.19230769230769232,0.9540891941214509,1.004807435520254,1.0380871602650896
0.21153846153846154,0.9542726602434481,1.0037395261439324,1.0398495828151935
0.23076923076923078,0.9542273122224285,1.0044342810970917,1.0412058824801749
0.25,0.9480818487698224,1.0055692559317353,1.0417387091903343
0.2692307692307692,0.9391374329774976,1.0072996208248262,1.043683882996442
0.28846153846153844,0.937376244414992,1.0069545655544418,1.0453052273528536
0.3076923076923077,0.9380994592857316,1.0061981598762815,1.0472180121033294
0.3269230769230769,0.9376319473202593,1.0077768721119416,1.0488479138506415
0.34615384615384615,0.936099349856414,1.0073615001664997,1.051770521319507
0.36538461538461536,0.9325377121920955,1.0092839260689495,1.0523745510146172
0.38461538461538464,0.9270779088003731,1.006684534625255,1.052756772910889
0.40384615384615385,0.9269117105955758,1.009039525735027,1.0544586412031145
0.4230769230769231,0.9269099012734758,1.0080430961330322,1.0583127103033918
0.4423076923076923,0.9238259303384605,1.0075338550453314,1.059465953636774
0.46153846153846156,0.9258119200183212,1.006409892457401,1.0616201321301912
0.4807692307692308,0.9240389060695771,1.0049154265182405,1.061965871507755
0.5,0.9240016110783301,1.0030782966874119,1.0641374535748374
0.5192307692307693,0.9217926081055398,1.003252082162881,1.0658087642505363
0.5384615384615384,0.9172473663232767,1.006419403234762,1.0662935170074141
0.5576923076923077,0.9160451964896029,1.004883592913064,1.0675919722751708
0.5769230769230769,0.9097017445351246,1.0066742600596634,1.070395704450888
0.5961538461538461,0.9022642954615109,1.0104430675527059,1.0714055738631112
0.6153846153846154,0.8967669530445714,1.0121593584736515,1.0748579129327662
0.6346153846153846,0.8953852367609875,1.0122717382685364,1.0767457546707677
0.6538461538461539,0.8883800454929285,1.0098873173008467,1.0769437799546675
0.6730769230769231,0.8767017753900056,1.0077858639065362,1.0793823382873655
0.6923076923076923,0.8775406401288026,1.0073283116048146,1.0802118063465693
0.7115384615384616,0.8676284577606374,1.007521194716888,1.0822935539557714
0.7307692307692307,0.8504526408110289,1.0066471069636846,1.082914097059124
0.75,0.8584984105693537,1.007030951670743,1.0839067454562628
0.7692307692307693,0.863520040685687,1.008984558366078,1.0857806804939907
0.7884615384615384,0.8593884152157047,1.0112479544484438,1.085063795621197
0.8076923076923077,0.8665909137497028,1.0110384838197801,1.0886674121004953
0.8269230769230769,0.8645755600834758,1.0130956069546264,1.0891981591159854
0.8461538461538461,0.858779270702953,1.0119483715614255,1.0915170228926627
0.8653846153846154,0.8469778118663281,1.0134941988682256,1.0918862255974848
0.8846153846153846,0.8475321774638407,1.012937272167709,1.0947068976194567
0.9038461538461539,0.8455973610431289,1.0144572598580612,1.0949262307461725
0.9230769230769231,0.8427045603197925,1.0132238875245334,1.0951786708940368
0.9423076923076923,0.8413938300211133,1.012114143818522,1.0975319343686534
0.9615384615384616,0.8396054502587535,1.016534773248965,1.0979416602191616
0.9807692307692307,0.8387193586089083,1.0150908145717161,1.0956953322843324
1.0,0.8330771148478777,1.0154556631890395,1.0978407402904735
1.0192307692307692,0.8313184742380715,1.0127923356343125,1.1010067170420195
1.0384615384615385,0.8390923687931061,1.014086028032303,1.1014948074355215
1.0576923076923077,0.8432832817800708,1.0166131671501537,1.1030076576949355
1.0769230769230769,0.8325926356948798,1.0185371692592975,1.1055528549641072
1.0961538461538463,0.8408758264278197,1.017183313200104,1.1052916307589513
1.1153846153846154,0.8347018784926672,1.016947507875614,1.099310500549264
1.1346153846153846,0.8331228327629441,1.0209546264509592,1.1000878765000988
1.1538461538461537,0.84058415382119,1.0218210331424031,1.1009678653206048
1.1730769230769231,0.8368730861793658,1.0190299596102732,1.1023781384814213
1.1923076923076923,0.832557788082805,1.020147220576682,1.1033749252334353
1.2115384615384615,0.8323332325666116,1.0225510100721056,1.1047494690745152
1.2307692307692308,0.8280406329755237,1.024216519698579,1.1059963975603122
1.25,0.8274853387992027,1.0225981199143424,1.1108767738039524
1.2692307692307692,0.8268028509262977,1.0256156822623241,1.1077333854374238
1.2884615384615385,0.829663603979834,1.0267481251212593,1.1057197141610258
1.3076923076923077,0.8335972331863338,1.0259931934709654,1.108373517172784
1.3269230769230769,0.8351742314344694,1.0299566273499716,1.1095343255884975
1.3461538461538463,0.8429984958952134,1.027788069709735,1.1130256229591193
1.3653846153846154,0.8386497262231468,1.0262011862810152,1.1134305063749517
1.3846153846153846,0.8326479742510554,1.0269839865920276,1.1190741762353447
1.4038461538461537,0.8425846264859732,1.0278765051128627,1.118251981631967
1.4230769230769231,0.8439420548941875,1.028193466113685,1.1171767632367942
1.4423076923076923,0.846500953355737,1.028833334547417,1.1204947729271748
1.4615384615384615,0.8451975143148112,1.0306610425464275,1.1232342971331832
1.4807692307692308,0.8446897856959278,1.033111513977344,1.1231242146369662
1.5,0.8450819815022967,1.0313274241802446,1.1219086041557023
1.5192307692307692,0.8432345896735738,1.0319920921856838,1.1216035829610518
1.5384615384615385,0.8441013729404904,1.0334863332161797,1.1227135458888533
1.5576923076923077,0.8432582364507436,1.031506283380434,1.122692569831761
1.5769230769230769,0.8430752694911846,1.0368580683858513,1.1251522532582838
1.5961538461538463,0.8479614049812557,1.0382749979943071,1.1272172790066535
1.6153846153846154,0.8413224511540217,1.0365720220732642,1.1262409073231618
1.6346153846153846,0.8398026845852784,1.036390554692764,1.1280872323121127
1.6538461538461537,0.8327462414374049,1.040992185657044,1.131256764208064
1.6730769230769231,0.8308710178016919,1.0417537038869042,1.1312599116860798
1.6923076923076923,0.8256461384529459,1.0408131333264887,1.1337652324879568
1.7115384615384615,0.8230036647105439,1.0428867378797295,1.1356903823130051
1.7307692307692308,0.8209877608721767,1.0413406998718178,1.1366639284024578
1.75,0.8193566986938399,1.042493504008367,1.1374945221984814
1.7692307692307692,0.8230133143162393,1.042513678894239,1.1393970932907145
1.7884615384615385,0.8221932737783506,1.042114561483218,1.1421187594875022
1.8076923076923077,0.8180115721316362,1.0441997407987436,1.1449624121447124
1.8269230769230769,0.8187088426494985,1.0458181284105166,1.1444571316676133
1.8461538461538463,0.820521462410937,1.047168739405765,1.1465646495843849
1.8653846153846154,0.815358535968931,1.049133037507786,1.152369504543494
1.8846153846153846,0.8137049426012348,1.050545959313341,1.152698105057295
1.9038461538461537,0.8119859489381352,1.0540477609233683,1.151589453565203
1.9230769230769231,0.8108461999776547,1.054573749962028,1.153334429780212
