start,end,multiple,xirr,max_dd
2000-09-21,2010-09-21,1.1351085009864563,0.019981144545609522,-0.4889693933919895
2012-08-06,2022-08-05,3.2658506954661637,0.18158991203091554,-0.28735852338002976
2010-07-15,2020-07-15,3.8073656011723553,0.2039353461474539,-0.17486125439333977
2006-10-17,2016-10-17,2.3828360827653676,0.1333656844729984,-0.3924046145694994
2006-09-11,2016-09-09,2.3979559510101587,0.13471942563850686,-0.39657267092258774
2014-01-28,2024-01-26,3.361928738039413,0.18446713902181305,-0.3147610141511791
2000-08-30,2010-08-30,0.9935559419135365,-0.0010231995322409373,-0.5409462929627658
2011-04-08,2021-04-08,4.14438599082504,0.2172672826839176,-0.1741307726839615
2002-09-06,2012-09-06,2.13962777241697,0.11764092164058651,-0.45651316941264897
2000-10-20,2010-10-20,1.1954661969741769,0.028089683212599123,-0.4849537578942307
2008-04-25,2018-04-25,2.8646392663558604,0.16060476983873073,-0.35848520348787427
2016-02-05,2026-02-05,3.6865530356787866,0.19976591518282139,-0.30600269667175506
2011-12-07,2021-12-07,4.584981620156842,0.2326040262664941,-0.1737375314397941
2012-05-17,2022-05-17,3.2798393166657447,0.18143629022266633,-0.20078646074991735
2011-08-15,2021-08-13,4.501161511455807,0.22931011849120964,-0.17403941074127793
2012-10-19,2022-10-19,2.7121280719555996,0.15274639479734825,-0.3032995242650959
2008-02-01,2018-02-01,3.101920266339321,0.17399876636432624,-0.36583957201314876
2001-05-24,2011-05-24,1.4488959777106323,0.057745721964356574,-0.44948764192901636
2013-09-27,2023-09-27,3.003013990457104,0.16751769943743078,-0.31642574493488207
2006-12-28,2016-12-28,2.405589191432411,0.13422071597576207,-0.38900861033056955
2007-11-09,2017-11-09,2.7967288487836846,0.15790664500717613,-0.3642883016746724
2005-08-12,2015-08-12,2.4507052504779048,0.13790511998309124,-0.4087308534005062
2002-05-10,2012-05-10,1.8436844334232856,0.09492225358416362,-0.45325799710185954
2015-04-02,2025-04-02,3.0930419731373338,0.17356152241226874,-0.30838041201672783
2012-09-24,2022-09-23,2.7153171369508358,0.15267389314226354,-0.2870817304502161
2010-05-07,2020-05-07,3.3008428682443665,0.18303329626610076,-0.1749493713136956
2006-03-02,2016-03-02,2.2329862976482926,0.12433939385938975,-0.3996235840162461
2013-06-13,2023-06-13,3.2638905783142143,0.1809625128526713,-0.31783431019756514
2008-08-22,2018-08-22,3.188618486541214,0.17683849614314395,-0.35665720129585754
2006-11-14,2016-11-14,2.2923734060974477,0.12767129080570105,-0.38932650170904304
2006-12-28,2016-12-28,2.405589191432411,0.13422071597576207,-0.38900861033056955
2003-02-19,2013-02-19,1.987217293852733,0.10587241108899968,-0.451532188350691
2000-10-09,2010-10-08,1.1686268701061955,0.024670792556285296,-0.4725892883878432
2008-10-20,2018-10-19,3.447999084828379,0.1887693321280804,-0.15538541575322595
2014-07-30,2024-07-30,3.288626062944105,0.180892947689631,-0.31194426834112443
2000-04-13,2010-04-13,1.1226677562193317,0.01832135555363709,-0.5736975439592437
2014-01-24,2024-01-24,3.363816386546088,0.18469008303744414,-0.31466303372515547
2013-07-16,2023-07-14,3.3262790611803053,0.18375841133479312,-0.31729744502507584
2003-12-26,2013-12-26,2.1776685126564073,0.11939279988104905,-0.43436051372882734
2010-02-22,2020-02-21,3.5208346862885893,0.1917166663827712,-0.1592781148093435
2002-01-22,2012-01-20,1.6219134496509042,0.07506809599337669,-0.4505658112214884
2012-04-27,2022-04-27,3.298811286481678,0.18159859383652685,-0.1731625308251148
2011-04-29,2021-04-29,4.147284365251343,0.21567751666408105,-0.17406597089702502
2005-05-03,2015-05-01,2.5371735711103094,0.14376171975684443,-0.41824321345587545
2000-05-10,2010-05-10,1.104861670832981,0.015826158022688445,-0.583611467670889
2016-01-06,2026-01-06,3.720258142093969,0.20108811699725104,-0.30483726995563776
2006-11-29,2016-11-29,2.3761703558278655,0.13231183296083965,-0.3891825575346355
2014-09-02,2024-08-30,3.342755040036174,0.18478617320588547,-0.3110705015489015
2010-12-08,2020-12-08,4.012815580193951,0.21236339786426867,-0.17438852677840622
2012-09-04,2022-09-02,2.935975419387691,0.16570280773318202,-0.2871742142219247
2012-05-09,2022-05-09,3.126243084107484,0.17476368950506316,-0.20068804659801065
2002-07-26,2012-07-26,1.980615714366112,0.10513235222143165,-0.45774543117136635
2005-06-30,2015-06-30,2.449642110684658,0.13689093308558914,-0.4148902218174835
2007-04-13,2017-04-13,2.53645366651988,0.14300172224820484,-0.3822598363916073
2007-10-25,2017-10-25,2.647935963759865,0.14877786176577473,-0.36154936913311175
1999-12-09,2009-12-09,1.0025892873923266,0.00041269948771557673,-0.5956916450338693
2008-08-29,2018-08-29,3.3215029494704713,0.18247712155750895,-0.3476497080804134
2001-11-12,2011-11-11,1.5636975645432427,0.06974679649017702,-0.45109368530117533
2012-01-26,2022-01-26,3.8453728996236665,0.2045408546457086,-0.17356341782641382
2011-01-10,2021-01-08,4.0643374571680795,0.2142629332290122,-0.17428441444425036
2015-03-09,2025-03-07,3.1866582030440043,0.17774510207999947,-0.3084123267379706
2012-02-03,2022-02-03,3.8633951803682423,0.20699194980207286,-0.17344672319092624
2005-07-19,2015-07-17,2.5323476761246075,0.14258658955206255,-0.41012375864095385
2015-12-15,2025-12-15,3.6186474902137906,0.19626984600501063,-0.30469712546459826
2006-04-25,2016-04-25,2.2912176903185895,0.1270804337741902,-0.39861918855082656
2004-11-02,2014-10-31,2.39412191983278,0.13443307991524706,-0.4228671089724626
2014-11-17,2024-11-15,3.3796630665546954,0.18597037434050395,-0.3101699691970595
2005-08-10,2015-08-10,2.4759950094412133,0.139559897595676,-0.40887592662828287
2000-07-03,2010-07-02,0.9693261349934084,-0.005000017781954805,-0.5517008295633257
2007-05-02,2017-05-02,2.6262447089474428,0.14888177079454296,-0.37871475358588946
2012-12-21,2022-12-21,2.705525515318793,0.1522588283106347,-0.30304337791655533
2002-06-24,2012-06-22,1.886436627009078,0.09792559049372543,-0.45512286824928483
2007-03-21,2017-03-21,2.5433776826536683,0.14299018558605125,-0.3838705226697334
2001-06-06,2011-06-06,1.4448391738316773,0.05773071285707902,-0.4498229892356598
2011-02-01,2021-02-01,4.047357298438186,0.21416625190848598,-0.1742146373911988
2007-06-11,2017-06-09,2.65380387448178,0.150034416901265,-0.3767918840815977
2004-11-30,2014-11-28,2.4543766653806522,0.13725170284495383,-0.420638004584341
2003-02-14,2013-02-14,1.9964125326137103,0.10677937172010733,-0.45213147618279204
2008-12-19,2018-12-19,3.163418098849443,0.17583721274721725,-0.12244792562690066
2010-10-18,2020-10-16,3.8995318473338014,0.2074263083042835,-0.17455390727076736
2015-06-26,2025-06-26,3.4414220138209966,0.18795700839340382,-0.30723103454107814
2006-10-05,2016-10-05,2.432508437288589,0.1371040326649951,-0.39291732590360484
2001-12-20,2011-12-20,1.5050646077965584,0.06365590669655406,-0.45033462345266895
2013-08-15,2023-08-15,3.1862124177791418,0.17720144519025427,-0.31707441671351966
2010-02-09,2020-02-07,3.559244355518191,0.19436540501186916,-0.15938038177868752
2011-04-28,2021-04-28,4.131046654599491,0.215169480935544,-0.1740644837794194
2000-11-09,2010-11-09,1.2732993262958225,0.038063792028274354,-0.4468776664182319
2004-08-10,2014-08-08,2.346842930529796,0.1315746261335891,-0.4304633236185199
2012-06-28,2022-06-28,3.001667817474366,0.16740644059231707,-0.23054416777589126
2013-08-13,2023-08-11,3.156805291331702,0.17607509657999237,-0.31689327440788617
2006-09-25,2016-09-23,2.4551099757729835,0.13752721899856596,-0.394906504959216
2013-02-21,2023-02-21,2.83871377397763,0.1594236404599814,-0.3193645024143976
2013-10-10,2023-10-10,3.100184049344124,0.17341233153097552,-0.3162621450176989
2005-11-25,2015-11-25,2.446930138622014,0.13696094820931182,-0.4026546213652821
2014-10-02,2024-10-02,3.3816146942449317,0.18699701145745456,-0.31109176124956417
2004-03-10,2014-03-10,2.2412433745237847,0.1245455501042242,-0.43261190683409634
2003-05-06,2013-05-06,1.980921250128331,0.10599801664332201,-0.4460838184688468
2011-01-06,2021-01-06,3.922379574113888,0.20905593596446093,-0.1742891998526207
2010-03-24,2020-03-24,2.7108736082341216,0.15237509975066466,-0.15901091047767946
2001-08-07,2011-08-05,1.4275281135039297,0.05588978668075615,-0.4508107973553084
2013-08-15,2023-08-15,3.1862124177791418,0.17720144519025427,-0.31707441671351966
2002-08-27,2012-08-27,2.0683254529503587,0.111599873127328,-0.4556574502075005
2013-02-21,2023-02-21,2.83871377397763,0.1594236404599814,-0.3193645024143976
1999-04-26,2009-04-24,0.7949898704177174,-0.03694321898024206,-0.6432835910274812
2012-12-31,2022-12-30,2.6358095192284834,0.1478323963193929,-0.30304937333625603
2012-10-25,2022-10-25,2.859361857998737,0.16031418921376384,-0.3033420480286372
2012-09-14,2022-09-14,2.908245170865516,0.16351937040293912,-0.2870698809663629
2010-09-17,2020-09-17,3.788049734110532,0.20296932628220615,-0.17469980756611825
2007-05-14,2017-05-12,2.647884325357229,0.1495449618432348,-0.37866491255692847
2011-05-27,2021-05-27,4.0707777846433455,0.21306586250756743,-0.17407351187761577
2003-12-29,2013-12-27,2.161404731106606,0.11822011647535026,-0.4338314801056723
2012-09-18,2022-09-16,2.8408454443175537,0.15987275825082647,-0.2870654700258457
2008-10-24,2018-10-24,3.470306271795421,0.18938091996516543,-0.15800418198326582
2007-02-23,2017-02-23,2.5417341890918883,0.1427005882787173,-0.3842459943503197
2007-12-13,2017-12-13,2.798415659938649,0.15777203096517242,-0.36005536377385705
2009-01-16,2019-01-16,3.326468015546166,0.18356238444008932,-0.1610878716579599
1999-10-28,2009-10-28,0.97067051843996,-0.004721024251073754,-0.6210548476042117
2001-08-07,2011-08-05,1.4275281135039297,0.05588978668075615,-0.4508107973553084
2003-06-12,2013-06-12,1.9106257452203517,0.10025478535213811,-0.443498623750186
2001-03-01,2011-03-01,1.4658695947626368,0.06009573746741345,-0.4505700575870776
2006-10-20,2016-10-20,2.4009905423948816,0.1343517807892496,-0.3924046145694994
2010-10-08,2020-10-08,3.8517261593605348,0.20618863407987092,-0.17460324958370155
2010-07-14,2020-07-14,3.801046916994808,0.20376186761375709,-0.1748626005354087
2007-05-10,2017-05-10,2.648927940154309,0.14971925415083187,-0.3790017318668547
2014-01-03,2024-01-03,3.148054783175299,0.1761583869319498,-0.3146739907595125
2008-12-24,2018-12-24,2.979509685416592,0.16653484268502636,-0.12283669023473165
2000-07-20,2010-07-20,1.0266161127421778,0.004168208437716407,-0.5430871954009107
2012-06-11,2022-06-10,3.0631086890590877,0.17160439655212176,-0.23056892958838437
2009-02-25,2019-02-25,3.569476722795875,0.19347563847826466,-0.16109788302843664
2010-03-11,2020-03-11,2.8928667313579917,0.16291301048441215,-0.159052925288371
2008-12-26,2018-12-26,3.166054247025772,0.1754972646529406,-0.12284212288464313
