ticker,strategy,n_buys,n_doubles,n_skips,invested_nzd,invested_usd,final_usd,multiple_usd,xirr_usd,final_nzd,multiple_nzd
SPY,even_daily,1419,0,0,89999.99999999834,58204.38666525135,122867.9423094791,2.1109739205074827,0.16798560086204892,214072.80944213987,2.378586771579376
SPY,dip1,1237,182,182,89999.99999999884,58257.49170074492,123025.50600068568,2.1117542552748216,0.16803099352276296,214347.33265306585,2.38163702947854
SPY,dip2,1358,61,61,89999.99999999846,58224.1512831874,122970.17235410066,2.1120131361985024,0.16808752444737207,214250.9248435227,2.3805658315947373
SPY,dip3,1395,24,24,89999.99999999836,58216.02677946097,122907.21446784108,2.1112264313991904,0.16800315030408705,214141.2333215944,2.379347036906648
QQQ,even_daily,1419,0,0,89999.99999999834,58204.38666525135,149787.95138227785,2.5734821714340455,0.21466319449775217,260975.53983788876,2.8997282204210397
QQQ,dip1,1157,262,262,89999.99999999904,58265.07759270652,150061.6581989385,2.5754991565946677,0.21477144114289687,261452.41921020238,2.905026880113391
QQQ,dip2,1311,108,108,89999.99999999862,58232.72707094337,149929.02203853222,2.5746522544938983,0.2147486287420622,261221.32723488245,2.9024591914987385
QQQ,dip3,1375,44,44,89999.99999999843,58220.85201110179,149888.70465930385,2.574484905008303,0.21474376516695276,261151.08226716728,2.901678691857465
