years,wealth_mult_p10,wealth_mult_p50,wealth_mult_p90
0.0,0.995,0.995,0.995
0.019230769230769232,0.9762737026135219,0.9954704330829743,1.013481832419165
0.038461538461538464,0.9628233281865957,0.9961836922464737,1.0303088834762528
0.057692307692307696,0.9494018883700136,0.9960345433944242,1.0404569963290984
0.07692307692307693,0.9492983342529108,0.9974304757517212,1.044243455592009
0.09615384615384616,0.9420348589961651,0.9980162658996635,1.0537916520153507
0.11538461538461539,0.9372099499850084,0.998502276862187,1.0559799431310177
0.1346153846153846,0.9295358923049968,1.001123614168143,1.064106568835977
0.15384615384615385,0.9211378631887206,1.0056275815751867,1.0647557116263833
0.17307692307692307,0.9190649092798692,1.0058426290234332,1.0702169366395697
0.19230769230769232,0.9087159854182071,1.0094114042043398,1.0737502279651594
0.21153846153846154,0.8978741645805663,1.005811939462845,1.077833413628476
0.23076923076923078,0.8953882681741528,1.007856598289651,1.0754224454892414
0.25,0.8867099795412825,1.0065783316374062,1.0784645544748515
0.2692307692307692,0.881609040753555,1.007252708748795,1.092019655977822
0.28846153846153844,0.8707220336044783,1.0074611386311183,1.089123217576068
0.3076923076923077,0.8613030733288015,1.0053876397017067,1.0946973191217122
0.3269230769230769,0.8584073318140392,1.0084408536467666,1.095403486849435
0.34615384615384615,0.8426981573532615,1.0061196289828547,1.0974856255315837
0.36538461538461536,0.8425037172079858,1.005878584741493,1.0974518049960906
0.38461538461538464,0.8365028670345199,1.0063938017802627,1.0973817788783913
0.40384615384615385,0.815660315866988,1.0089467749793304,1.1016374939972033
0.4230769230769231,0.8111087007849572,1.008072171918947,1.1049644110763028
0.4423076923076923,0.8091570264542011,1.0044694212156897,1.1092744902119456
0.46153846153846156,0.8271847728014096,1.007984030499952,1.1153613703691758
0.4807692307692308,0.7968110384454318,1.0101331207305746,1.1165476491644195
0.5,0.8001513295228231,1.0109482509561318,1.1172566616758945
0.5192307692307693,0.7974381797948168,1.0081760749991737,1.108349620398935
0.5384615384615384,0.7887707619341571,1.0089850090672257,1.1129353418489765
0.5576923076923077,0.784733895743716,1.0092028402492221,1.124247900960746
0.5769230769230769,0.7884141967112239,1.0137729752217601,1.119060263865973
0.5961538461538461,0.7747887483106675,1.0154393720123505,1.1201000822538723
0.6153846153846154,0.7811272645532787,1.012782010779811,1.126876494731183
0.6346153846153846,0.758896621131909,1.015622878465813,1.129082618133735
0.6538461538461539,0.7474401983155865,1.016242655372928,1.1279152842279339
0.6730769230769231,0.7498452720797817,1.0122574565512124,1.1351077272396333
0.6923076923076923,0.744365514492127,1.0149192459830707,1.138039794540988
0.7115384615384616,0.7424749891678631,1.012814377246392,1.138614366429272
0.7307692307692307,0.7367600672986104,1.0105208560457264,1.1361152090108275
0.75,0.7347306164705133,1.0093009953117358,1.1494486475951218
0.7692307692307693,0.7389598508844706,1.0137179065511397,1.1551084121285047
0.7884615384615384,0.7374087699440113,1.0118838948694182,1.158082564823377
0.8076923076923077,0.7325020485438242,1.0120502617138978,1.1625592189337899
