date,invested_nzd_cum,invested_usd_cum,value_SPY_weekly_usd,value_SPY_daily_usd,value_SPY_dip_usd,value_QQQ_weekly_usd,value_QQQ_daily_usd,value_QQQ_dip_usd
2020-11-16,27857.142857142888,18082.634338310785,21946.409215228014,21880.232567093357,21895.005321447938,25240.007338517775,25141.15567994525,25172.47964835006
2020-11-23,28163.26530612248,18295.29470326949,21849.75314114813,21791.135372413857,21805.699917045975,25210.77099748586,25118.971866033655,25149.995629899142
2020-11-30,28469.387755102074,18510.652458181186,22346.29494669255,22248.41877367747,22263.170749152803,26227.447694290666,26095.995406493308,26128.0052540306
2020-12-07,28775.510204081667,18726.20553994665,22995.73439810627,22904.99275900046,22920.031165899854,27110.893216575143,26986.022023194542,27018.84701429599
2020-12-14,29081.63265306126,18943.506290718,22937.031215925257,22852.521606693437,22867.379516663375,27044.95809374996,26928.25735951167,26960.73941779434
2020-12-21,29387.755102040854,19161.00313468855,23454.43506347749,23376.096985243687,23391.149165832896,27746.34589933356,27635.534009201838,27668.59723955965
2020-12-28,29693.877551020447,19378.828065735954,23947.068122935612,23831.43261144512,23846.66115362927,28301.88216468335,28153.3194165159,28186.785072032002
2021-01-04,30000.00000000004,19599.186881464357,23949.93521846092,23795.495743840267,23810.585977576015,28217.206744853305,28030.02592373915,28063.13089050005
2021-01-11,30306.122448979633,19819.57425268329,24813.256537741578,24665.09367829734,24680.589008057956,28903.76329885903,28723.392755238074,28757.04464060225
2021-01-19,30612.244897959226,20037.405387479434,25028.46253431803,24890.582306156313,24906.07599657619,29304.52988282678,29134.43574485385,29168.30061711184
2021-01-25,30918.36734693882,20257.314613887243,25627.78147096863,25450.283104627302,25466.011665910093,30608.040528222416,30395.100395427427,30430.217498100963
2021-02-01,31224.489795918413,20476.601604296236,25303.030409578423,25137.73145860387,25153.12612692571,30296.533620271373,30096.66884516159,30131.17695936329
2021-02-08,31530.612244898006,20697.365652541725,26484.188621564448,26322.83087515603,26338.809858849174,31565.956595379772,31369.039056382328,31404.74160564582
2021-02-16,31836.7346938776,20918.801986441318,26827.01433245525,26673.432685706455,26689.484908527418,31972.86292943851,31783.32672803064,31819.23905239781
2021-02-22,32142.857142857192,21142.660792993036,26690.493024489722,26497.104910246053,26512.941495880303,30948.450017838586,30721.7176575721,30756.227907344335
2021-03-01,32448.979591836785,21365.248341949617,27088.933471139084,26906.79080797776,26922.731734489895,31281.42088851793,31067.63935522832,31102.997668498847
2021-03-08,32755.10204081638,21585.00128862809,26762.153814469613,26593.097817088506,26608.71712754013,29214.934655266643,29020.37288427931,29053.146993928676
2021-03-15,33061.22448979597,21805.021160719345,28012.07434023482,27846.79513283563,27863.015528616765,31274.88354196434,31078.657868075414,31113.49606022174
2021-03-22,33367.34693877556,22023.95997485336,28051.944064436524,27896.929513044022,27913.046218842203,31511.716090480553,31325.812699926,31361.37302260055
2021-03-29,33673.469387755154,22238.064554272863,28493.980036226243,28348.278100900865,28364.52576030371,31458.784340183836,31283.71191711691,31318.970894792565
2021-04-05,33979.59183673475,22453.30268631176,29470.9240867779,29286.853738932954,29303.535733529177,33181.67584579084,32965.5788057904,33002.52756003422
2021-04-12,34285.71428571434,22668.80750656128,30069.359232854593,29892.456036925152,29909.354788946668,33960.499772970856,33750.39872288652,33787.97474922292
2021-04-19,34591.836734693934,22886.986416213367,30548.31552114076,30377.45688728314,30394.502194215263,34401.593269110206,34196.63595083462,34234.45862384668
2021-04-26,34897.95918367353,23107.140781928083,30945.048700487092,30782.243394589463,30799.387228724307,34900.917334707265,34704.074052325406,34742.20365717608
2021-05-03,35204.08163265312,23326.62746006129,31208.253596865932,31054.908561766253,31072.07661618556,34564.65034571727,34378.87082864835,34416.393267001986
2021-05-10,35510.20408163271,23549.97668339282,31412.19242336676,31264.531272130786,31281.68864864567,33715.66818366729,33538.31450121621,33574.67284596843
2021-05-17,35816.32653061231,23771.729007059217,31452.06147801339,31314.384411597377,31331.44244325641,33797.69299866055,33629.855005757076,33666.06267098237
2021-05-24,36122.4489795919,23991.31644137052,31947.931031449483,31820.34646508108,31837.554338401147,34861.14966895915,34701.94992848142,34739.061635730875
2021-06-01,36428.57142857149,24214.090285252554,32208.815794392485,32088.627952590883,32105.856353308067,35116.43824484609,34964.05360788005,35001.19992893963
2021-06-07,36734.693877551086,24434.795434377633,32622.926287734714,32464.79576676322,32482.12761942947,35735.97300931985,35545.58691561901,35583.1551203798
2021-06-14,37040.81632653068,24653.335675901297,33078.68721802149,32929.65717793967,32947.115060809054,36794.29990802286,36611.783079480236,36650.234127897864
2021-06-21,37346.93877551027,24866.06253044946,33056.257003039565,32919.901306539636,32937.23508095972,37033.65984659932,36863.215006267514,36901.69388698542
2021-06-28,37653.061224489866,25082.46005189662,33791.83982905299,33661.39603561311,33679.00205625123,38255.58767997795,38089.83907162607,38129.362722995626
2021-07-06,37959.18367346946,25298.340253683986,34439.335086827,34314.88511764567,34332.71601575781,39172.30899322876,39012.225032689385,39052.472756055606
2021-07-12,38265.30612244905,25512.815342873942,34983.94077735507,34822.38829882187,34840.39012140457,39629.30951932062,39432.068658091506,39472.56556505054
2021-07-19,38571.428571428645,25726.942383513157,34228.78087175953,34075.53206661556,34093.03511944134,38996.01136377132,38807.63976518057,38847.27069441399
2021-07-26,38877.55102040824,25940.728473420044,35735.29545315973,35585.44276009157,35603.60685589054,40729.302134270554,40543.04833693803,40584.22351083548
2021-08-02,39183.67346938783,26154.245868021128,35670.89248297052,35529.46694010765,35547.48977018973,40512.85971282251,40336.15159300398,40376.892100229845
2021-08-09,39489.795918367425,26368.326490022697,36255.053665413994,36121.24162021459,36139.45143465824,41185.845185539,41016.166065595455,41057.36805632357
2021-08-16,39795.91836734702,26583.831310272217,36867.443469142854,36740.23052207743,36758.63967981735,41429.269745656704,41267.289346383805,41308.51926779679
2021-08-23,40102.04081632661,26792.93990135193,37100.4707012414,36985.0147729467,37003.43587407065,42115.57696806805,41965.333133826825,42007.03795769861
2021-08-30,40408.163265306204,27007.604515065952,37727.39659338748,37618.0017770573,37636.62757387799,43123.519709539214,42979.01776072381,43021.50812588413
2021-09-07,40714.2857142858,27226.071479369184,37881.62613055792,37777.86485369607,37796.458936871655,43551.783568437306,43413.099129728274,43455.79621147206
2021-09-13,41020.40816326539,27443.925878223108,37689.99776031332,37549.18421823602,37567.577308015985,43110.845934791316,42935.71336718271,42977.76458565847
2021-09-20,41326.530612244984,27659.239732489295,36964.34219024535,36832.47743797846,36850.41132542013,42154.87597354498,41989.100239332074,42030.0089631396
2021-09-27,41632.65306122458,27874.033876827787,37911.538499361,37786.03944280097,37804.32866777083,42905.68170931024,42745.48326618289,42786.91215639217
2021-10-04,41938.77551020417,28086.54069900513,36924.967346519086,36809.15622343157,36826.86699108449,41064.147333461864,40915.780467153614,40955.2260152066
2021-10-11,42244.89795918376,28298.426817874522,37658.0196774293,37548.160297134804,37566.121038026795,41947.97826028483,41804.42157321884,41844.51258046025
2021-10-18,42551.02040816336,28515.30268484233,38957.79662790606,38852.836501420934,38871.31372474984,43833.90615680724,43694.135520154276,43735.82169311709
2021-10-25,42857.14285714295,28734.202360620307,39904.99500950846,39807.18202579225,39826.00467260509,44673.885337393884,44541.19412238268,44583.470943771135
2021-11-01,43163.26530612254,28953.890642341306,40517.99791624071,40428.30322030172,40447.31138830737,46016.54036343375,45890.750199975424,45934.08973314989
2021-11-08,43469.387755102136,29171.51889630727,41518.606041805135,41437.31589395781,41456.691380530756,47496.733079679085,47377.827635147776,47422.35628323539
2021-11-15,43775.51020408173,29387.12691774174,41601.40592502981,41530.174837082224,41549.4883460855,47300.68545973107,47192.8256395269,47236.96835645673
2021-11-22,44081.63265306132,29601.149169766177,41827.90162082927,41764.517790523394,41783.83709033982,48076.879783676304,47975.76142074671,48020.428777063804
2021-11-29,44387.755102040916,29810.11788455808,41771.17289357336,41673.84575273177,41693.04233330232,48332.808899168995,48198.795988490856,48243.50697486382
2021-12-06,44693.87755102051,30016.97695985133,41455.66464183299,41370.33567156617,41389.292190252265,46908.38349405488,46786.921798777024,46830.12374108995
2021-12-13,45000.0000000001,30225.014072291713,42366.69101089531,42286.32699404819,42305.60497010554,47852.48158651703,47734.139191789596,47778.01903561243
2021-12-20,45306.122448979695,30431.083592833314,41665.491916020736,41591.85182257407,41610.71696717755,46706.41009293288,46596.151915143426,46638.79187057261
2021-12-27,45612.24489795929,30639.711940775123,43914.4308463577,43803.23341349556,43823.022362244934,49711.117891619164,49560.82577368279,49606.01837023594
2022-01-03,45918.36734693888,30849.120939264503,44165.247730298215,44061.522813213815,44081.33042139944,49698.76567588682,49556.81507602957,49601.80606848467
2022-01-10,46224.489795918475,31056.549080780584,43244.76384617742,43149.724707681824,43169.02646023163,47237.38923710574,47108.06797764787,47150.741062496614
2022-01-18,46530.61224489807,31264.6510953806,42614.92634476813,42525.57279214451,42544.50054100575,46257.450678265246,46133.8213875957,46175.4212260815
2022-01-24,46836.73469387766,31470.4449322759,41266.39201802773,41144.296506721155,41162.533888716775,44309.83949465945,44155.230405225244,44194.89366269038
2022-01-31,47142.857142857254,31671.013935488107,42411.737265711374,42302.511055026145,42321.16597401563,45733.22515206052,45592.84346070629,45633.601303309646
2022-02-07,47448.97959183685,31873.66351181148,42364.57854658542,42261.84152979281,42280.38656991821,44938.200767431816,44805.389005591875,44845.43957752411
2022-02-14,47755.10204081644,32077.133369689094,41787.553457479145,41690.391426807495,41708.594806267174,44174.90240068613,44047.742776563275,44087.113690704835
2022-02-22,48061.22448979603,32282.112818591457,41093.05216608797,41000.0349141812,41017.84646430708,43183.62417110845,43060.72206394652,43099.02681255538
2022-02-28,48367.34693877563,32487.007203150777,41973.30878495333,41846.65605976244,41864.76034181392,44502.346792110904,44345.131784582125,44384.424521378845
2022-03-07,48673.46938775522,32697.45126062511,40530.31740028357,40408.13602562544,40425.52713393711,41897.38639552337,41746.7082379228,41827.11666916056
2022-03-14,48979.59183673481,32906.002846299394,40504.04987992353,40388.57914108001,40405.86949112555,41243.126860498814,41098.29632727236,41134.37233633375
2022-03-21,49285.714285714406,33117.187302939754,43509.780112924025,43395.062919375596,43413.546203827325,45646.79529762594,45497.38967087286,45537.13291133941
2022-03-28,49591.836734694,33330.171686045986,44850.668206649985,44743.01744724909,44761.979873748045,47793.44870900729,47649.03366247296,47690.460488231154
2022-04-04,49897.95918367359,33541.631881071604,45149.68076260662,45050.46041271555,45069.459855501555,48579.862329158655,48443.87383221753,48485.799021161576
2022-04-11,50204.081632653186,33750.879125935695,43690.5359958785,43601.38089929895,43619.67826583473,45051.9076250726,44929.449149725624,44968.149074325156
2022-04-18,50510.20408163278,33957.83049111464,43703.81803519157,43580.31001758789,43598.526276429264,44968.11563313409,44811.21157716852,44849.66175105623
2022-04-25,50816.32653061237,34160.63983221444,42962.63739698685,42848.360633509474,42866.183426365955,43961.37015977481,43815.529224349695,43852.945163373704
