date,invested_nzd_cum,invested_usd_cum,value_SPY_weekly_usd,value_SPY_daily_usd,value_SPY_dip_usd,value_QQQ_weekly_usd,value_QQQ_daily_usd,value_QQQ_dip_usd
2020-01-06,14081.63265306121,9240.981948618988,10234.473378882629,10096.070190203227,10096.461063523977,10563.631966641635,10418.762706861367,10420.737448713302
2020-01-13,14387.755102040801,9444.176305313502,10573.961907359264,10442.69049346944,10443.08657211474,11030.96409757298,10892.514294226687,10894.538413406335
2020-01-21,14693.877551020392,9646.489711440341,10884.287991689138,10760.173844652583,10760.573969228408,11349.601305624732,11218.705798044572,11220.75126198035
2020-01-27,14999.999999999984,9847.69543822931,10829.234500186163,10671.447272294712,10671.837976354369,11287.50423413408,11122.595532298694,11124.593542904298
2020-02-03,15306.122448979575,10045.434911640325,11047.731336996605,10897.587619641625,10897.979072598735,11706.747663973556,11548.223764866732,11550.26098407372
2020-02-10,15612.244897959166,10241.340739386424,11603.575649475886,11458.810377041576,11459.214583656421,12407.500436581004,12253.393979164317,12255.519052310092
2020-02-18,15918.367346938758,10438.452502902674,11871.767191558938,11732.700885031738,11733.107567686517,12752.238139472509,12603.637910251678,12605.788267774513
2020-02-24,16224.489795918349,10632.023239622311,11560.820064405334,11390.458775685636,11430.953740333813,12221.083087867722,12042.182807611349,12084.316522503892
2020-03-02,16530.61224489794,10822.719268652858,11273.551816792413,11121.804385085094,11120.771746974082,12137.426427467317,11975.936647671291,11976.556362181023
2020-03-09,16836.734693877534,11016.476245558992,10195.845766374552,10051.893234254485,10090.437334896762,11049.694475666232,10897.450018521846,10938.895890428348
2020-03-16,17142.857142857127,11201.710877369862,9102.83593004227,8971.223039064334,9048.491304505456,9849.506864671044,9709.403052944523,9788.944862020318
2020-03-23,17448.97959183672,11373.938437627286,8683.428627064482,8562.120072173582,8601.173653607042,10110.353551283919,9975.930462638078,10022.180466012001
2020-03-30,17755.102040816313,11559.396386146545,10376.167844418425,10241.255527348128,10247.883639736792,11575.770836836276,11430.533809613578,11445.420631321098
2020-04-06,18061.224489795906,11738.600846456022,10682.671262565911,10563.447377648998,10571.169522968028,12022.609223796218,11891.921863444924,11908.05910942192
2020-04-13,18367.3469387755,11924.582719802856,11304.2538650006,11147.818242143425,11155.855268642305,12609.384128913563,12442.764545220078,12459.439752268514
2020-04-20,18673.469387755093,12108.730929238456,11731.57415363513,11579.16029876323,11587.370214199997,13396.58035431362,13229.707408153552,13247.180112559794
2020-04-27,18979.591836734686,12293.06875442972,12143.391702185152,11998.378174126325,12008.150943256831,13758.501082200732,13599.130327439118,13618.52215545693
2020-05-04,19285.71428571428,12477.24466177882,12180.345396577302,12043.232058984897,12052.886346497304,13920.97282008085,13770.174047731,13789.535284951231
2020-05-11,19591.836734693872,12665.301360646072,12751.9781045069,12617.586947213096,12627.545261660189,14862.582187943763,14712.270385997273,14732.679661466766
2020-05-18,19897.959183673465,12847.036804471696,13042.703722776861,12921.768145268934,12931.811572662415,15081.002887797395,14943.483971202424,14963.943622810228
2020-05-26,20204.08163265306,13033.97381792263,13410.028347497584,13296.208638321628,13306.390971720719,15374.700166441678,15242.650016749407,15263.254504734981
2020-06-01,20510.20408163265,13223.739521844045,13889.893873967712,13741.797037926905,13752.19964626022,15901.443467835876,15735.385495160168,15756.44158550438
2020-06-08,20816.326530612245,13423.870558641393,14892.370424799576,14744.594391909963,14755.597903763943,16610.42567297374,16445.78015338129,16467.51004520736
2020-06-15,21122.448979591838,13620.315711109004,14344.6616030175,14211.293551812436,14222.870999580437,16614.325581857534,16459.97612460036,16482.412731336863
2020-06-22,21428.57142857143,13816.29552768201,14771.277628386433,14644.453191306517,14656.216783490792,17396.179044406625,17247.173755295265,17270.401547718317
2020-06-29,21734.693877551024,14012.807516419156,14674.856393066397,14557.84920437187,14569.379509560144,17317.72521311038,17177.889312808504,17200.749964322342
2020-07-06,22040.816326530618,14212.962109215403,15481.845335273762,15326.734571618586,15338.74167774174,18626.804315169764,18446.18261976314,18470.507131942828
2020-07-13,22346.93877551021,14414.237555192438,15575.207827335453,15427.770577402787,15439.6939905125,18838.891808179083,18663.738124787706,18688.076756285194
2020-07-20,22653.061224489804,14615.130339350017,16245.074438301881,16101.897309891368,16114.179740276271,19640.204188254796,19470.718780935527,19495.83311577256
2020-07-27,22959.183673469397,14818.53938224364,16393.38348361922,16257.279728870786,16269.520499743014,19353.305457496463,19194.71478789606,19219.202156053794
2020-08-03,23265.30612244899,15021.716204224798,16879.066332005736,16751.304476323727,16763.756191540833,20245.43862671551,20095.02829665837,20120.387388137806
2020-08-10,23571.428571428583,15223.790565315556,17429.2054203105,17308.69428866789,17321.40277181132,20517.40774823949,20373.968867303418,20399.415507768896
2020-08-17,23877.551020408177,15424.111509809687,17751.058630702675,17638.579005973093,17651.37610421488,21098.008625497823,20962.861938755323,20988.7802200267
2020-08-24,24183.67346938777,15624.279203463571,18214.41417880876,18110.40539089069,18123.39222659544,21934.975963836136,21806.463696191473,21833.164267042754
2020-08-31,24489.795918367363,15830.768498839161,18760.316085497925,18658.659478783113,18671.888314904452,23011.49655057491,22883.99357258675,22911.753197807462
2020-09-08,24795.918367346956,16035.59570044887,18100.46394554009,18004.12285781954,18016.88475582657,21270.86885874428,21149.16964054356,21216.94901933969
2020-09-14,25102.04081632655,16240.2476279103,18590.300620287122,18457.64239850142,18470.605368628425,21886.049784390165,21726.993904901206,21754.55145231425
2020-09-21,25408.163265306142,16447.15563983333,18238.00209355097,18111.629913981928,18124.202950788134,21484.477032206843,21333.18614781457,21359.9775342405
2020-09-28,25714.285714285736,16647.720701840455,18841.287296538278,18724.580458806493,18737.431125537798,22463.270310946173,22320.40848574391,22348.95265855666
2020-10-05,26020.40816326533,16850.979814724044,19358.57723067885,19249.116492371893,19262.18134327033,22906.403726190005,22770.15929216939,22799.00827427505
2020-10-12,26326.530612244922,17054.992080951222,20284.489038439588,20182.04916295792,20195.60121442701,24285.338519255805,24156.23716266418,24186.565875912165
2020-10-19,26632.653061224515,17257.577284258237,19887.34548353413,19792.77822606299,19805.929599211646,23603.17748945986,23482.29392098946,23511.517720061358
2020-10-26,26938.77551020411,17462.201860486242,19939.619184472995,19849.257878402685,19862.308502901295,23530.85943456478,23414.878360473504,23443.75926860159
2020-11-02,27244.8979591837,17664.19622971087,19601.691217951768,19522.66835834667,19536.122213988318,22852.757785464426,22747.006357674898,22775.8496163017
2020-11-09,27551.020408163295,17872.282826170627,21255.857439425756,21180.929544713494,21195.37593443319,24636.103489243316,24528.90622394187,24559.737671751933
